"","Ts","AreaCode","CatNum","Severity","y5","y6","y7","y8","y9","y10","y11","y12","y13","y14","y15","y16","y17","y18","y19","y20","y21","y22","y23","y24","y25","y26","y27","y28","y29","y30","y31","y32","y33","y34","y35","y36","y37","y38","y39","y40","y41","y42","y43","y44","y45","y46","y47","y48","y49","y50","y51","y52","y53","y54","y55","y56","y57","y58","y59","y60","y61","y62","y63","y64","y65","y66","y67","y68","y69","y70","y71","y72","y73","y74","y75","y76","y77","y78","y79","y80","y81","y82","y83","y84","y85","y86","y87","y88","y89","AtAb90"
"834","Tamway","AREA # 120207","3","Yes - a lot of difficulty","-","-","-","-","1","1","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"835","Pazuntaung","AREA # 120208","1","No - no difficulty","52","169","200","177","203","183","201","211","224","207","174","188","178","151","140","95","74","45","25","21","15","6","9","7","5","4","5","7","4","2","5","2","2","3","2","1","3","4","2","2","1","1","2","1","1","2","-","3","2","4","-","2","5","2","2","2","1","1","-","-","4","1","1","-","-","2","-","-","1","-","-","-","1","-","-","-","-","1","1","-","-","-","-","-","-","1"
"836","Pazuntaung","AREA # 120208","2","Yes - some difficulty","-","1","-","1","1","1","1","2","2","3","3","2","1","5","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","1","1","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-"
"837","Pazuntaung","AREA # 120208","3","Yes - a lot of difficulty","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"838","Botahtaung","AREA # 120209","1","No - no difficulty","57","146","174","159","166","167","163","155","205","191","151","164","145","145","127","86","57","41","21","9","11","9","4","3","1","3","5","6","3","2","3","2","2","6","2","3","4","4","5","1","1","2","3","-","2","3","2","3","1","-","1","1","-","-","2","1","-","2","-","-","-","-","1","1","-","-","1","-","2","-","4","-","1","-","-","-","-","-","-","-","-","-","-","-","1","-"
"839","Botahtaung","AREA # 120209","2","Yes - some difficulty","-","-","-","-","-","1","1","-","-","1","-","2","2","2","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"840","Dagon Myothit(South)","AREA # 120210","1","No - no difficulty","666","2060","2495","2430","2356","2429","2367","2418","2343","2116","1784","1377","1112","909","743","484","311","181","109","63","51","42","38","29","37","29","18","17","24","8","18","16","9","12","10","8","7","11","7","8","9","4","6","7","5","8","2","5","8","6","7","2","4","5","4","3","3","3","4","3","7","1","7","2","1","2","1","2","3","1","3","1","3","-","1","4","2","2","-","-","-","2","1","-","-","-"
"841","Dagon Myothit(South)","AREA # 120210","2","Yes - some difficulty","-","1","-","3","4","2","2","2","7","8","5","8","5","5","7","8","-","-","3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","1","-","1","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","1","-","-","-","2","-","-","-","-","-","-","-","-"
"842","Dagon Myothit(South)","AREA # 120210","3","Yes - a lot of difficulty","-","-","2","-","1","1","-","-","2","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"843","Dagon Myothit(South)","AREA # 120210","4","Yes - cannot see at all","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"844","Dagon Myothit(North)","AREA # 120211","1","No - no difficulty","387","967","1072","1114","1121","1136","1150","1183","1252","1153","998","860","824","782","607","472","253","150","103","52","48","30","25","29","24","27","11","15","16","14","13","11","17","16","15","5","9","10","7","10","6","9","7","8","5","5","6","8","1","1","6","3","2","7","5","7","3","8","3","1","4","6","10","3","4","9","2","1","3","4","-","3","1","-","-","2","1","1","1","1","1","-","1","-","-","4"
"845","Dagon Myothit(North)","AREA # 120211","2","Yes - some difficulty","-","1","1","1","2","2","1","3","4","5","-","1","4","1","1","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","1","-","-","1","-","-","-","-","1","-","-","-","-","-","-","-","-","1","-","-","-","-","-","1","-","-","1","-","-","-","-","-","-"
"846","Dagon Myothit(North)","AREA # 120211","4","Yes - cannot see at all","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"847","Dagon Myothit(East)","AREA # 120212","1","No - no difficulty","370","1006","1089","1052","1050","1046","1078","1033","1101","938","752","623","515","451","353","210","129","88","42","26","31","14","28","17","18","16","14","17","3","10","6","6","2","6","9","8","7","6","2","3","6","4","4","1","6","3","3","4","5","3","5","2","2","2","4","1","1","5","1","3","2","5","2","2","-","4","-","-","-","-","1","-","2","-","-","1","-","1","-","-","3","-","-","2","1","1"
"848","Dagon Myothit(East)","AREA # 120212","2","Yes - some difficulty","-","-","3","4","3","2","5","-","2","1","5","4","1","7","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","1","1","-","-","1","-","-","-","-","-","-","-","-","-","-","-"
"849","Dagon Myothit(East)","AREA # 120212","3","Yes - a lot of difficulty","-","-","-","1","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"850","Dagon Myothit(East)","AREA # 120212","4","Yes - cannot see at all","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"851","Dagon Myothit(Seik)","AREA # 120213","1","No - no difficulty","343","953","1098","1080","995","1068","1038","1021","981","815","578","479","364","302","236","159","127","62","50","23","13","18","13","10","10","8","6","10","5","5","3","7","5","3","3","6","4","2","5","3","3","-","5","6","4","1","3","4","3","1","1","5","3","2","1","1","1","3","-","2","1","2","3","3","-","1","-","-","2","-","1","1","-","-","-","-","-","-","1","-","-","1","-","-","-","-"
"852","Dagon Myothit(Seik)","AREA # 120213","2","Yes - some difficulty","-","1","2","1","-","3","3","2","4","-","-","1","1","2","-","-","1","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-"
"853","Dagon Myothit(Seik)","AREA # 120213","3","Yes - a lot of difficulty","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-"
"854","Dagon Myothit(Seik)","AREA # 120213","4","Yes - cannot see at all","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"855","Mingala Taungnyunt","AREA # 120214","1","No - no difficulty","186","568","675","664","659","641","647","666","704","700","549","538","471","455","332","277","163","76","56","44","27","21","21","16","21","17","8","9","12","5","9","6","6","11","4","4","5","8","4","7","1","4","5","5","1","6","5","4","5","1","6","2","2","4","1","-","3","1","-","1","1","4","2","1","6","1","1","4","4","3","2","-","-","-","-","1","-","-","3","-","-","-","-","-","-","-"
"856","Mingala Taungnyunt","AREA # 120214","2","Yes - some difficulty","-","-","-","-","3","2","-","1","1","3","1","5","3","3","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"857","Mingala Taungnyunt","AREA # 120214","3","Yes - a lot of difficulty","-","-","-","-","-","-","1","-","1","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-"
"858","Mingala Taungnyunt","AREA # 120214","4","Yes - cannot see at all","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"859","Thanlyin","AREA # 120301","1","No - no difficulty","612","1527","1784","1754","1764","1721","1775","1665","1608","1305","1056","794","652","529","440","262","176","95","64","31","24","17","21","10","10","13","10","7","11","10","4","7","7","12","11","5","7","8","5","4","7","5","5","6","1","5","6","3","3","4","7","2","4","3","2","4","2","1","1","2","4","2","2","3","1","2","1","1","2","1","5","-","1","-","-","1","-","1","2","1","-","1","-","-","-","1"
"860","Thanlyin","AREA # 120301","2","Yes - some difficulty","-","-","1","1","2","-","2","1","1","1","4","3","3","-","3","2","-","-","-","-","-","-","-","-","-","-","1","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","1","-","-","-","-","-","-","-","1","-","-","-","-","-"
"861","Thanlyin","AREA # 120301","3","Yes - a lot of difficulty","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","1","-","-","-","-","-","-"
"862","Thanlyin","AREA # 120301","4","Yes - cannot see at all","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"863","Kyauktan","AREA # 120302","1","No - no difficulty","285","790","928","860","947","970","855","809","751","549","413","289","238","213","138","87","56","24","11","8","8","6","8","2","3","6","2","6","6","2","5","3","1","3","2","3","3","2","2","3","2","1","2","1","-","3","1","2","2","3","2","2","1","1","7","3","1","3","2","1","2","1","3","2","1","2","-","-","2","2","-","-","-","-","1","1","-","-","-","-","-","-","2","-","-","-"
"864","Kyauktan","AREA # 120302","2","Yes - some difficulty","-","2","-","-","-","-","-","1","1","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","1","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-"
"865","Thongwa","AREA # 120303","1","No - no difficulty","432","940","1313","1231","1345","1215","1183","1008","949","736","520","358","284","189","136","83","53","24","13","9","10","11","3","9","5","7","2","4","1","3","2","5","-","3","3","5","2","3","6","2","-","5","2","-","3","4","-","1","3","2","-","3","1","1","3","2","-","2","-","2","2","-","1","1","1","-","-","1","-","1","-","-","1","-","-","-","-","-","1","-","-","-","1","-","-","-"
"866","Thongwa","AREA # 120303","2","Yes - some difficulty","-","1","2","-","3","4","2","1","1","-","-","-","-","1","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","1","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","1"
"867","Thongwa","AREA # 120303","3","Yes - a lot of difficulty","-","-","-","-","-","-","1","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"868","Thongwa","AREA # 120303","4","Yes - cannot see at all","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"869","Khayan","AREA # 120304","1","No - no difficulty","522","1221","1341","1246","1278","1250","1260","1220","981","858","624","423","304","252","170","109","55","23","13","14","9","8","10","5","6","17","7","5","4","4","3","2","5","6","8","3","4","3","4","2","7","5","3","3","6","2","1","5","3","4","1","4","1","2","1","3","1","1","3","1","1","1","-","1","1","1","-","1","3","1","1","-","1","-","-","-","1","-","-","-","3","-","-","-","1","-"
"870","Khayan","AREA # 120304","2","Yes - some difficulty","-","-","1","1","-","-","-","-","2","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","2","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-"
"871","Khayan","AREA # 120304","3","Yes - a lot of difficulty","-","-","-","-","-","1","1","-","1","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"872","Twantay","AREA # 120305","1","No - no difficulty","807","1826","2051","1917","2011","1984","1834","1806","1722","1396","1068","751","538","416","290","177","126","90","32","35","25","11","16","9","9","9","7","12","6","7","9","2","3","3","2","5","-","5","1","2","3","3","-","2","3","1","4","4","5","7","4","3","2","4","-","3","3","1","2","1","1","1","1","1","-","4","1","3","-","-","4","1","2","-","-","-","-","1","-","-","1","-","-","1","-","-"
"873","Twantay","AREA # 120305","2","Yes - some difficulty","-","3","2","3","-","2","2","3","2","2","1","1","2","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-"
"874","Twantay","AREA # 120305","3","Yes - a lot of difficulty","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
